name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year,price_category
Maruti Alto LXi,2011.0,150000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,15.0,4375.0,Budget
Datsun GO Plus A Option Petrol,2018.0,450000.0,10000.0,Petrol,Individual,Manual,Second Owner,Datsun,8.0,1111.111111111111,Mid-Range
Hyundai Accent CRDi,2006.0,170000.0,245244.0,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,20.0,11678.285714285714,Budget
Renault KWID 1.0 RXT Optional,2017.0,400000.0,60000.0,Petrol,Individual,Manual,First Owner,Renault,9.0,6000.0,Mid-Range
Tata Tiago 1.2 Revotron XE,2016.0,300000.0,30000.0,Petrol,Individual,Manual,First Owner,Tata,10.0,2727.2727272727275,Mid-Range
Maruti Alto 800 Base,2012.0,250000.0,8000.0,Petrol,Individual,Manual,First Owner,Maruti,14.0,533.3333333333334,Budget
Tata Tigor 1.2 Revotron XM,2019.0,500000.0,10000.0,Petrol,Individual,Manual,First Owner,Tata,7.0,1250.0,Luxury
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Third Owner,,12.0,4615.384615384615,Mid-Range
Nissan Sunny Diesel XL,2012.0,300000.0,110000.0,Diesel,Individual,Manual,First Owner,Nissan,14.0,7333.333333333333,Mid-Range
Hyundai Santro GS,2005.0,80000.0,56580.0,Petrol,Dealer,Manual,First Owner,Hyundai,21.0,2571.818181818182,Budget
Mahindra XUV500 AT W8 FWD,2015.0,740000.0,45000.0,Diesel,Dealer,Automatic,First Owner,Mahindra,11.0,3750.0,Luxury
Hyundai Santro Xing XG,2005.0,70000.0,68500.0,Petrol,Dealer,Manual,First Owner,Hyundai,21.0,3113.6363636363635,Budget
Hyundai Santro Sportz AMT,2019.0,484999.0,5007.0,Petrol,Dealer,Automatic,First Owner,Hyundai,7.0,625.875,Luxury
Nissan Micra Active XV S,2013.0,164000.0,70000.0,Petrol,Individual,Manual,First Owner,Nissan,13.0,5000.0,Budget
Honda City 1.5 V AT,2008.0,140000.0,70000.0,Petrol,Individual,Automatic,First Owner,Honda,18.0,3684.2105263157896,Budget
Mercedes-Benz E-Class E250 CDI Elegance,2011.0,999000.0,49600.0,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,15.0,3100.0,Luxury
Maruti Alto LXI,2005.0,56000.0,23000.0,Petrol,Individual,Manual,Second Owner,Maruti,21.0,1045.4545454545455,Budget
BMW 7 Series 730Ld,2006.0,1050000.0,30000.0,Diesel,Dealer,Automatic,First Owner,BMW,20.0,1428.5714285714287,Luxury
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Dealer,Automatic,First Owner,,12.0,4615.384615384615,Mid-Range
Hyundai i10 Sportz 1.2,2011.0,235000.0,54000.0,Petrol,Dealer,Manual,First Owner,Hyundai,15.0,3375.0,Budget
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Renault Duster 110PS Diesel RxL,2015.0,465000.0,41123.0,Diesel,Dealer,Manual,First Owner,Renault,11.0,3426.9166666666665,Mid-Range
Toyota Camry Hybrid 2.5,2017.0,1900000.0,20118.0,Petrol,Dealer,Automatic,First Owner,Toyota,9.0,2011.8,Luxury
Honda City i DTec SV,2014.0,450000.0,40000.0,Diesel,Dealer,Manual,First Owner,Honda,12.0,3076.923076923077,Mid-Range
Volkswagen Jetta 2.0L TDI Highline,2015.0,790000.0,52517.0,Diesel,Dealer,Manual,First Owner,Volkswagen,11.0,4376.416666666667,Luxury
Mahindra Marazzo M2 8Str,2019.0,900000.0,70000.0,Petrol,Individual,Manual,First Owner,Mahindra,7.0,8750.0,Luxury
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,450000.0,99117.0,Diesel,Dealer,Manual,First Owner,Ford,12.0,7624.384615384615,Mid-Range
Chevrolet Spark 1.0 LS,2009.0,135000.0,90000.0,Petrol,Individual,Manual,First Owner,Chevrolet,17.0,5000.0,Budget
Maruti Celerio ZXI MT BSIV,2019.0,425000.0,3700.0,Petrol,Individual,Manual,First Owner,Maruti,7.0,462.5,Mid-Range
Tata Indica Vista Terra 1.4 TDI,2010.0,187500.0,80000.0,Diesel,Individual,Manual,First Owner,Tata,16.0,4705.882352941177,Budget
Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,507500.0,100000.0,Diesel,Individual,Manual,Second Owner,Ford,11.0,8333.333333333334,Luxury
Tata Indica Vista Aqua 1.4 TDI,2011.0,90000.0,54000.0,Diesel,Individual,Manual,First Owner,Tata,15.0,3375.0,Budget
Hyundai EON Era Plus,2017.0,250000.0,19000.0,Petrol,Individual,Manual,First Owner,Hyundai,9.0,1900.0,Budget
Maruti Swift Dzire VDI,2014.0,300000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,12.0,4615.384615384615,Mid-Range
Maruti Wagon R VXI BS IV,2014.0,275000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,12.0,2307.6923076923076,Budget
Honda BRV i-VTEC V MT,2017.0,600000.0,43500.0,Petrol,Individual,Manual,First Owner,Honda,9.0,4350.0,Luxury
Renault KWID RXT,2016.0,270000.0,60000.0,Petrol,Individual,Manual,Second Owner,Renault,10.0,5454.545454545455,Budget
Renault KWID RXT Optional,2016.0,240000.0,70000.0,Petrol,Individual,Manual,Second Owner,Renault,10.0,6363.636363636364,Budget
Skoda Octavia Elegance 2.0 TDI AT,2014.0,1200000.0,135000.0,Diesel,Individual,Automatic,Third Owner,Skoda,12.0,10384.615384615385,Luxury
Chevrolet Beat Diesel LS,2012.0,160000.0,70000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,4666.666666666667,Budget
Honda Jazz 1.5 VX i DTEC,2018.0,790000.0,19571.0,Diesel,Dealer,Manual,First Owner,Honda,8.0,2174.5555555555557,Luxury
Honda City i-VTEC ZX,2018.0,1200000.0,29600.0,Petrol,Dealer,Manual,First Owner,Honda,8.0,3288.8888888888887,Luxury
Maruti Swift LXI,2011.0,175000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,15.0,4375.0,Budget
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018.0,950000.0,15000.0,Diesel,Individual,Automatic,First Owner,Maruti,8.0,1666.6666666666667,Luxury
Audi A4 30 TFSI Technology,2018.0,3100000.0,58500.0,Petrol,Individual,Automatic,First Owner,Audi,8.0,6500.0,Luxury
Honda Amaze VX Diesel BSIV,2018.0,495000.0,25000.0,Diesel,Dealer,Manual,First Owner,Honda,8.0,2777.777777777778,Luxury
Toyota Corolla Altis 1.8 VL AT,2010.0,350000.0,80000.0,Petrol,Individual,Automatic,Third Owner,Toyota,16.0,4705.882352941177,Mid-Range
Honda Amaze VX Petrol BSIV,2018.0,690000.0,39000.0,Petrol,Dealer,Manual,First Owner,Honda,8.0,4333.333333333333,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Honda Amaze VX Diesel BSIV,2018.0,790000.0,49000.0,Diesel,Dealer,Manual,First Owner,Honda,8.0,5444.444444444444,Luxury
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Hyundai Grand i10 Asta Option,2017.0,540000.0,54000.0,Petrol,Individual,Manual,Second Owner,Hyundai,9.0,5400.0,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Zen Estilo Sports,2008.0,140000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti,18.0,6315.789473684211,Budget
Maruti Ertiga ZDI Plus,2014.0,1100000.0,30000.0,Diesel,Individual,Manual,First Owner,Maruti,12.0,2307.6923076923076,Luxury
Renault Lodgy 85PS RxL,2015.0,715000.0,35000.0,Diesel,Individual,Manual,First Owner,Renault,11.0,2916.6666666666665,Luxury
Maruti Swift VXI,2013.0,370000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,13.0,6428.571428571428,Mid-Range
Hyundai Verna CRDi ABS,2007.0,175000.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai,19.0,4000.0,Budget
Mercedes-Benz E-Class 230,1998.0,1000000.0,35000.0,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz,28.0,1206.896551724138,Luxury
Tata Xenon XT EX 4X2,2014.0,291000.0,90000.0,Diesel,Individual,Manual,First Owner,Tata,12.0,6923.076923076923,Mid-Range
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti,13.0,1785.7142857142858,Budget
Renault KWID 1.0 RXT Optional,2016.0,360000.0,38500.0,Petrol,Individual,Manual,First Owner,Renault,10.0,3500.0,Mid-Range
Maruti Omni 5 Str STD,1998.0,65000.0,60000.0,Petrol,Dealer,Manual,First Owner,Maruti,28.0,2068.9655172413795,Budget
Maruti Swift Dzire VDI,2015.0,650000.0,58000.0,Diesel,Individual,Manual,First Owner,Maruti,11.0,4833.333333333333,Luxury
Maruti Wagon R LX BS IV,2014.0,350000.0,40000.0,Petrol,Dealer,Manual,First Owner,Maruti,12.0,3076.923076923077,Mid-Range
Maruti Wagon R LXI,2014.0,75000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,4615.384615384615,Budget
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012.0,440000.0,70000.0,Diesel,Dealer,Manual,First Owner,Hyundai,14.0,4666.666666666667,Mid-Range
Hyundai Santro Xing GLS,2013.0,270000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,13.0,4285.714285714285,Budget
Toyota Innova 2.5 V Diesel 7-seater,2014.0,1150000.0,80000.0,Diesel,Dealer,Manual,First Owner,Toyota,12.0,6153.846153846154,Luxury
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Mercedes-Benz B Class B180 Sports,2013.0,1100000.0,40000.0,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz,13.0,2857.1428571428573,Luxury
Mahindra XUV500 W10 2WD,2015.0,525000.0,75000.0,Diesel,Dealer,Manual,Second Owner,Mahindra,11.0,6250.0,Luxury
Skoda Fabia 1.2L Diesel Ambiente,2010.0,260000.0,150000.0,Diesel,Individual,Manual,First Owner,Skoda,16.0,8823.529411764706,Budget
Toyota Etios VD,2012.0,350000.0,140000.0,Petrol,Individual,Manual,Third Owner,Toyota,14.0,9333.333333333334,Mid-Range
Toyota Etios Liva VD,2015.0,480000.0,80000.0,Diesel,Individual,Manual,First Owner,Toyota,11.0,6666.666666666667,Mid-Range
Toyota Etios Liva GD,2012.0,345000.0,137250.0,Diesel,Individual,Manual,Second Owner,Toyota,14.0,9150.0,Mid-Range
Mahindra Scorpio M2DI,2013.0,500000.0,110000.0,Petrol,Individual,Manual,Second Owner,Mahindra,13.0,7857.142857142857,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Hyundai Verna CRDi 1.6 SX Option,2019.0,1295000.0,9000.0,Diesel,Dealer,Manual,First Owner,Hyundai,7.0,1125.0,Luxury
Volkswagen Vento 1.5 TDI Highline BSIV,2019.0,1350000.0,5400.0,Diesel,Individual,Manual,Test Drive Car,Volkswagen,7.0,675.0,Luxury
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,Test Drive Car,,12.0,4615.384615384615,Mid-Range
Hyundai Santro Asta,2018.0,515000.0,16000.0,Petrol,Dealer,Manual,First Owner,Hyundai,8.0,1777.7777777777778,Luxury
Ford Figo Aspire Titanium Plus Diesel,2019.0,894999.0,62091.0,Diesel,Dealer,Manual,Test Drive Car,Ford,7.0,7761.375,Luxury
Renault Pulse RxZ Optional,2012.0,325000.0,47000.0,Diesel,Dealer,Manual,First Owner,Renault,14.0,3133.3333333333335,Mid-Range
Maruti Ciaz 1.4 Alpha,2018.0,925000.0,22000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,2444.4444444444443,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Ciaz 1.4 Alpha,2018.0,275000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,2222.222222222222,Budget
Tata Manza Club Class Quadrajet90 LX,2013.0,300000.0,60000.0,Petrol,Individual,Manual,First Owner,Tata,13.0,4285.714285714285,Mid-Range
Toyota Camry M/t,2008.0,650000.0,75000.0,Petrol,Individual,Manual,Second Owner,Toyota,18.0,3947.3684210526317,Luxury
Maruti Alto K10 LXI,2010.0,175000.0,64000.0,Petrol,Dealer,Manual,First Owner,Maruti,16.0,3764.705882352941,Budget
Maruti SX4 S Cross DDiS 320 Delta,2015.0,275000.0,80000.0,Diesel,Individual,Manual,First Owner,Maruti,11.0,6666.666666666667,Budget
Renault Duster 85PS Diesel RxZ,2017.0,600000.0,90000.0,Diesel,Individual,Manual,First Owner,Renault,9.0,9000.0,Luxury
Maruti Swift ZXI Plus,2018.0,700000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,3333.3333333333335,Luxury
Toyota Corolla H3,2003.0,95000.0,120000.0,Petrol,Individual,Automatic,Second Owner,Toyota,23.0,5000.0,Budget
Maruti Celerio ZXI,2019.0,490000.0,20000.0,Petrol,Dealer,Manual,First Owner,Maruti,7.0,2500.0,Luxury
Tata Safari DICOR 2.2 EX 4x2,2013.0,380000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata,13.0,7142.857142857143,Mid-Range
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018.0,550000.0,31000.0,Petrol,Dealer,Manual,First Owner,Hyundai,8.0,3444.4444444444443,Luxury
Maruti Alto 800 LXI,2013.0,225000.0,47000.0,Petrol,Dealer,Manual,First Owner,Maruti,13.0,3357.1428571428573,Budget
Tata Nexon 1.2 Revotron XM,2018.0,570000.0,11200.0,Petrol,Individual,Manual,First Owner,Tata,8.0,1244.4444444444443,Luxury
Maruti Alto 800 LXI,2018.0,305000.0,35000.0,Petrol,Dealer,Manual,First Owner,Maruti,8.0,3888.8888888888887,Mid-Range
Maruti Wagon R Duo Lxi,2010.0,240000.0,50000.0,LPG,Dealer,Manual,First Owner,Maruti,16.0,2941.176470588235,Budget
Maruti Ertiga SHVS VDI,2015.0,700000.0,55000.0,Diesel,Dealer,Manual,First Owner,Maruti,11.0,4583.333333333333,Luxury
Maruti Omni E MPI STD BS IV,2018.0,288000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,2222.222222222222,Mid-Range
Mahindra Bolero B4,2017.0,800000.0,75000.0,Diesel,Dealer,Manual,First Owner,Mahindra,9.0,7500.0,Luxury
Maruti Celerio VXI,2017.0,275000.0,93000.0,Petrol,Dealer,Manual,First Owner,Maruti,9.0,9300.0,Budget
Chevrolet Beat Diesel LT Option,2009.0,195000.0,57000.0,Diesel,Dealer,Manual,Second Owner,Chevrolet,17.0,3166.6666666666665,Budget
Maruti Eeco Smiles 5 Seater AC,2014.0,275000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,12.0,2307.6923076923076,Budget
Renault Duster 85PS Diesel RxE,2013.0,450000.0,73000.0,Diesel,Dealer,Manual,First Owner,Renault,13.0,5214.285714285715,Mid-Range
Maruti Swift Dzire VDI,2016.0,630000.0,65000.0,Diesel,Dealer,Manual,First Owner,Maruti,10.0,5909.090909090909,Luxury
Maruti Swift 1.3 VXi,2009.0,250000.0,62000.0,Petrol,Dealer,Manual,Second Owner,Maruti,17.0,3444.4444444444443,Budget
Hyundai Santro GLS I - Euro II,2007.0,135000.0,85000.0,Petrol,Dealer,Manual,First Owner,Hyundai,19.0,4250.0,Budget
Chevrolet Spark 1.0 PS,2010.0,110000.0,73000.0,Petrol,Individual,Manual,First Owner,Chevrolet,16.0,4294.117647058823,Budget
Maruti Swift ZDi,2012.0,350000.0,55000.0,Petrol,Dealer,Manual,First Owner,Maruti,14.0,3666.6666666666665,Mid-Range
Maruti Omni E MPI STD BS IV,2016.0,275000.0,5800.0,Petrol,Individual,Manual,Second Owner,Maruti,10.0,527.2727272727273,Budget
Toyota Innova 2.5 V Diesel 8-seater,2009.0,350000.0,350000.0,Diesel,Individual,Manual,First Owner,Toyota,17.0,19444.444444444445,Mid-Range
Maruti Swift ZXI Plus,2018.0,600000.0,30000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,3333.3333333333335,Luxury
Maruti Swift Dzire VDI,2018.0,750000.0,20000.0,Diesel,Individual,Manual,First Owner,Maruti,8.0,2222.222222222222,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Alto LXi,2007.0,90000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,19.0,5000.0,Budget
Maruti Wagon R Stingray VXI,2013.0,350000.0,65000.0,Petrol,Individual,Manual,First Owner,Maruti,13.0,4642.857142857143,Mid-Range
Ford Figo Diesel Celebration Edition,2013.0,285000.0,90000.0,Diesel,Individual,Manual,Second Owner,Ford,13.0,6428.571428571428,Mid-Range
Toyota Innova 2.5 E Diesel MS 7-seater,2011.0,665000.0,267000.0,Diesel,Individual,Manual,Second Owner,Toyota,15.0,16687.5,Luxury
Mahindra Scorpio 2.6 CRDe,2005.0,175000.0,250000.0,Diesel,Individual,Manual,Second Owner,Mahindra,21.0,11363.636363636364,Budget
Mahindra Xylo D2,2011.0,350000.0,140000.0,Diesel,Individual,Manual,Second Owner,Mahindra,15.0,8750.0,Mid-Range
Honda City i-VTEC CVT ZX,2018.0,1225000.0,22000.0,Petrol,Dealer,Automatic,First Owner,Honda,8.0,2444.4444444444443,Luxury
Honda Jazz Select Edition Active,2010.0,285000.0,60000.0,Petrol,Dealer,Manual,Second Owner,Honda,16.0,3529.4117647058824,Mid-Range
Honda City i-VTEC VX,2018.0,1000000.0,28635.0,Petrol,Dealer,Manual,First Owner,Honda,8.0,3181.6666666666665,Luxury
Honda Amaze VX Diesel BSIV,2018.0,780000.0,50000.0,Diesel,Dealer,Manual,First Owner,Honda,8.0,5555.555555555556,Luxury
Maruti Celerio VXI,2014.0,300000.0,82000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,6307.692307692308,Mid-Range
Maruti Swift VXI BSIII,2006.0,160000.0,95149.0,Petrol,Dealer,Manual,Second Owner,Maruti,20.0,4530.9047619047615,Budget
Honda Amaze VX i-VTEC,2018.0,625000.0,68458.0,Petrol,Dealer,Manual,First Owner,Honda,8.0,7606.444444444444,Luxury
Maruti Ritz VXi,2010.0,265000.0,42000.0,Petrol,Individual,Manual,First Owner,Maruti,16.0,2470.5882352941176,Budget
Honda City i DTEC V,2014.0,495000.0,90000.0,Petrol,Individual,Manual,Second Owner,Honda,12.0,6923.076923076923,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Alto LXi,2014.0,140000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,6153.846153846154,Budget
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015.0,940000.0,80000.0,Diesel,Individual,Manual,First Owner,Toyota,11.0,6666.666666666667,Luxury
Nissan Terrano XV Premium 110 PS,2013.0,750000.0,80000.0,Diesel,Individual,Manual,First Owner,Nissan,13.0,5714.285714285715,Luxury
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Toyota Etios Liva GD,2012.0,409999.0,80000.0,Diesel,Individual,Manual,First Owner,Toyota,14.0,5333.333333333333,Mid-Range
Hyundai EON 1.0 Era Plus,2018.0,100000.0,21302.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,2366.8888888888887,Budget
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Mahindra TUV 300 T8,2017.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,9.0,8000.0,Luxury
Hyundai Getz 1.3 GLS,2010.0,150000.0,105546.0,Petrol,Individual,Manual,First Owner,Hyundai,16.0,6208.588235294118,Budget
Toyota Etios Liva 1.2 V,2018.0,500000.0,10000.0,Petrol,Individual,Manual,First Owner,Toyota,8.0,1111.111111111111,Luxury
Toyota Innova 2.5 GX 7 STR BSIV,2012.0,1000000.0,80000.0,Diesel,Individual,Manual,Second Owner,Toyota,14.0,5333.333333333333,Luxury
Hyundai i20 Magna Optional 1.2,2013.0,340000.0,35000.0,Petrol,Individual,Manual,First Owner,Hyundai,13.0,2500.0,Mid-Range
Hyundai Elite i20 Asta Option BSIV,2019.0,800000.0,11240.0,Petrol,Individual,Manual,First Owner,Hyundai,7.0,1405.0,Luxury
Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,1010000.0,120000.0,Diesel,Individual,Manual,First Owner,Toyota,13.0,8571.42857142857,Luxury
Toyota Etios GD,2011.0,350000.0,120000.0,Diesel,Individual,Manual,Third Owner,Toyota,15.0,7500.0,Mid-Range
Maruti Swift VDI BSIV,2016.0,595000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti,10.0,6363.636363636364,Luxury
Mahindra Scorpio VLX 2WD BSIV,2014.0,700000.0,130000.0,Diesel,Individual,Manual,Third Owner,Mahindra,12.0,10000.0,Luxury
Renault KWID RXL,2019.0,360000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault,7.0,5000.0,Mid-Range
Maruti Alto K10 VXI,2015.0,320000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,11.0,5000.0,Mid-Range
Honda City 1.5 S MT,2011.0,310000.0,110000.0,Petrol,Individual,Manual,First Owner,Honda,15.0,6875.0,Mid-Range
Honda City i DTEC VX,2014.0,700000.0,130000.0,Diesel,Individual,Manual,First Owner,Honda,12.0,10000.0,Luxury
Maruti Alto LXi BSIII,2009.0,130000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,17.0,4444.444444444444,Budget
Maruti Swift Dzire VDi,2009.0,150000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,17.0,3333.3333333333335,Budget
Honda Amaze E i-Dtech,2015.0,300000.0,104000.0,Diesel,Individual,Manual,Second Owner,Honda,11.0,8666.666666666666,Mid-Range
Maruti Swift Dzire LXi,2014.0,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,7692.307692307692,Budget
Honda City 1.3 EXI,2003.0,120000.0,132343.0,Petrol,Individual,Manual,First Owner,Honda,23.0,5514.291666666667,Budget
Hyundai Creta 1.4 CRDi S Plus,2016.0,950000.0,90000.0,Diesel,Individual,Manual,Second Owner,Hyundai,10.0,8181.818181818182,Luxury
Maruti Wagon R VXI BS IV,2007.0,100000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,19.0,3000.0,Budget
Honda Jazz 1.5 SV i DTEC,2015.0,450000.0,76000.0,Diesel,Individual,Manual,First Owner,Honda,11.0,6333.333333333333,Mid-Range
Maruti 800 EX,2004.0,275000.0,60000.0,Petrol,Individual,Manual,Third Owner,Maruti,22.0,2608.695652173913,Budget
Mahindra Renault Logan 1.6 Petrol GLSX,2009.0,200000.0,30000.0,Petrol,Individual,Manual,Second Owner,Mahindra,17.0,1666.6666666666667,Budget
Tata Indigo LS,2010.0,250000.0,96000.0,Diesel,Individual,Manual,Second Owner,Tata,16.0,5647.058823529412,Budget
Mahindra Marazzo M8 8Str,2018.0,1300000.0,10000.0,Petrol,Individual,Manual,First Owner,Mahindra,8.0,1111.111111111111,Luxury
,2014.0,350000.0,60000.0,Diesel,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Honda Amaze VX O iDTEC,2017.0,550000.0,12997.0,Diesel,Dealer,Manual,First Owner,Honda,9.0,1299.7,Luxury
Maruti Ciaz 1.4 AT Zeta,2017.0,500000.0,60000.0,Petrol,Individual,Automatic,First Owner,Maruti,9.0,6000.0,Luxury
Hyundai Verna CRDi 1.6 SX Option,2018.0,1150000.0,26430.0,Diesel,Dealer,Manual,First Owner,Hyundai,8.0,2936.6666666666665,Luxury
Maruti Swift 1.3 VXI ABS,2015.0,475000.0,24600.0,Petrol,Dealer,Manual,First Owner,Maruti,11.0,2050.0,Mid-Range
Maruti Wagon R LXI,2011.0,260000.0,60000.0,Petrol,Dealer,Manual,First Owner,Maruti,15.0,3750.0,Budget
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,350000.0,100000.0,Petrol,Individual,Manual,First Owner,Ford,13.0,7142.857142857143,Mid-Range
Mahindra XUV500 W8 2WD,2013.0,750000.0,41988.0,Diesel,Dealer,Manual,First Owner,Mahindra,13.0,2999.1428571428573,Luxury
Maruti Wagon R LXI,2009.0,180000.0,30375.0,Petrol,Dealer,Manual,First Owner,Maruti,17.0,1687.5,Budget
Renault KWID Climber 1.0 AMT BSIV,2017.0,350000.0,7658.0,Petrol,Dealer,Automatic,First Owner,Renault,9.0,765.8,Mid-Range
Maruti Swift Dzire VDI,2017.0,611000.0,34400.0,Diesel,Dealer,Manual,First Owner,Maruti,9.0,3440.0,Luxury
Renault KWID RXL BSIV,2017.0,325000.0,18500.0,Petrol,Dealer,Manual,First Owner,Renault,9.0,1850.0,Mid-Range
Maruti Alto VXi,2014.0,280000.0,26134.0,Petrol,Dealer,Manual,First Owner,Maruti,12.0,2010.3076923076924,Mid-Range
Maruti Wagon R AMT VXI,2014.0,300000.0,28942.0,Petrol,Dealer,Automatic,First Owner,Maruti,12.0,2226.3076923076924,Mid-Range
Mahindra XUV500 W8 2WD,2012.0,711000.0,53600.0,Diesel,Dealer,Manual,First Owner,Mahindra,14.0,3573.3333333333335,Luxury
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,851000.0,53652.0,Diesel,Individual,Manual,First Owner,Toyota,11.0,4471.0,Luxury
Maruti Ritz VDi,2011.0,275000.0,52895.0,Diesel,Dealer,Manual,First Owner,Maruti,15.0,3305.9375,Budget
Hyundai Verna SX Diesel,2013.0,550000.0,42324.0,Diesel,Dealer,Manual,Second Owner,Hyundai,13.0,3023.1428571428573,Luxury
Mahindra XUV500 W10 1.99 mHawk,2016.0,1044999.0,65000.0,Diesel,Dealer,Manual,First Owner,Mahindra,10.0,5909.090909090909,Luxury
,2014.0,350000.0,60000.0,Diesel,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Wagon R VXI BS IV,2014.0,210000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,5384.615384615385,Budget
Maruti Wagon R VXI BS IV,2014.0,210000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,12.0,5384.615384615385,Budget
Mahindra Xylo E8,2009.0,525000.0,100000.0,Diesel,Individual,Manual,Second Owner,Mahindra,17.0,5555.555555555556,Luxury
Fiat 500 Lounge,2012.0,250999.0,110000.0,Diesel,Individual,Manual,First Owner,Fiat,14.0,7333.333333333333,Budget
Renault Triber RXT BSIV,2016.0,600000.0,10300.0,Petrol,Individual,Manual,First Owner,Renault,10.0,936.3636363636364,Luxury
Fiat Grande Punto EVO 1.3 Active,2014.0,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Fiat,12.0,9230.76923076923,Budget
Tata New Safari 4X4 EX,2012.0,550000.0,142000.0,Diesel,Individual,Manual,First Owner,Tata,14.0,9466.666666666666,Luxury
Mahindra TUV 300 mHAWK100 T8,2017.0,800000.0,25000.0,Diesel,Individual,Manual,First Owner,Mahindra,9.0,2500.0,Luxury
